.3mf;https://3mf.io;0;0;
Open Daylight;https://wiki.opendaylight.org/display/ODL/AAA;0;0;
Accord Project;https://www.accordproject.org/;1;9;
ACRN;https://projectacrn.org/;0;0;
ADLiK;https://adlik.ai/;0;0;
Aeraki Mesh;https://www.aeraki.net/;0;0;
Aether;https://aetherproject.org/;0;0;
AgStack;https://agstack.org;0;0;
AJV JSON;https://ajv.js.org/;0;0;
LF EDGE;https://www.lfedge.org/projects/akraino/;0;0;
AV1;https://aomedia.org/;0;0;
AOpenUSD;https://aousd.org;0;0;
AMP;https://amp.dev/;0;0;
Amundsen;https://www.amundsen.io/;0;0;
Angel;https://angelml.ai/;0;0;
Anuket;https://www.anuket.io/;0;0;
Appium;https://appium.io/;0;0;
Apptainer;https://apptainer.org;0;0;
Architect;https://arc.codes/;0;0;
argo;https://argoproj.github.io/;0;0;
Armada;https://armadaproject.io/;0;0;
Artifact;https://artifacthub.io/;1;7;
Athenz;https://github.com/yahoo/athenz;0;0;
Compliance Tooling;https://automatecompliance.org;0;0;
Automotive Linux;https://www.automotivelinux.org;0;0;
Babel Trace;https://babeltrace.org/;0;0;
Backstage;https://backstage.io/;1;8;
Baetyl;https://www.lfedge.org/projects/baetyl/;0;0;
HyperLedger;https://www.hyperledger.org/projects/besu;0;0;
BGPCEP;https://wiki.opendaylight.org/display/ODL/BGPCEP;0;0;
Bosh;https://bosh.io;0;0;
Broad Band;https://lfbroadband.org/;0;0;
Buildpacks;https://buildpacks.io/;0;0;
Hyperledger Caliper;https://www.hyperledger.org/projects/caliper;0;0;
Camara;https://camaraproject.org/;0;0;
Cardea;https://cardea.app/;1;8;
Carvel;https://carvel.dev/;0;0;
CBTTAPE;https://www.cbttape.org/;1;3;
CDEvents;https://cdevents.dev/;0;0;
cdk8s;https://cdk8s.io/;0;0;
Ceph;https://ceph.io/;0;0;
CharlieCloud;https://hpc.github.io/charliecloud/;0;0;
ChubeFS;https://chubao.io/;0;0;
cicn;https://wiki.fd.io/view/Cicn;0;0;
Cilium;https://cilium.io/;0;0;
CloudCustodian;https://cloudcustodian.io/;0;0;
CloudForet;https://cloudforet.io/;1;10;
CloudFundry;https://www.cloudfoundry.org/;0;0;
Cloud Hypervisor;https://cloudhypervisor.org;0;0;
Cert Manager;https://cert-manager.io/;0;0;
Cri-O;https://cri-o.io/;0;0;
Istio;https://istio.io/;0;0;
Prometheus;https://prometheus.io/;0;0;
Rook;https://rook.io/;0;0;
Spiffe;https://spiffe.io/;0;0;
Vitess;https://vitess.io/;0;0;
Tikv;https://tikv.org/;0;0;
TheUpdateFramkework;https://theupdateframework.io/;0;0;
ClusertNet;https://clusternet.io;0;0;
ClusterPedia;https://clusterpedia.io/;0;0;
CNI;https://www.cni.dev/;0;0;
Containerd;https://containerd.io/;0;0;
ContainerSSH;https://containerssh.io/;0;0;
Contour;https://projectcontour.io/;0;0;
CoreDNS;https://coredns.io/;0;0;
cortex;https://cortexmetrics.io/;0;0;
CovidShield;https://www.covidshield.app/;1;10;
Cregit;https://cregit.linuxsources.org/;1;7;
CrossPlane;https://crossplane.io/;0;0;
Curve;https://www.opencurve.io/;0;0;
Daos;https://daos.io/;0;0;
Dapr;https://dapr.io/;0;0;
GraphQL;https://graphql.org/;0;0;
DPDK;https://www.dpdk.org/;0;0;
Datashim;https://datashim.io/;0;0;
DeepCausality;https://deepcausality.com/;0;0;
Delta Lakehouse;https://delta.io/;0;0;
DENT;https://dent.dev/;0;0;0;
Dex;https://dexidp.io/;0;0;
DANOS;https://www.danosproject.org/;0;0;
Docker Distribution;https://github.com/docker/distribution;0;0;
Dizme;https://www.dizme.io/;0;0;
Dojo;https://dojo.io/;0;0;
Dragonfly;https://d7y.io/;0;0;
Dronecode;https://www.dronecode.org;0;0;
LF Edgelake;https://lfedge.org/projects/edgelake/;0;0;
Egeria;https://egeria.ai/;0;0;
Electron;https://www.electronjs.org/;0;0;
Ent;https://entgo.io;0;0;
evnoy;https://www.envoyproxy.io/;0;0;
eslint;https://eslint.org/;0;0;
esprima;https://esprima.org/;0;0;
etcd;https://etcd.io;0;0;
EveOS;https://www.lfedge.org/projects/eve/0;0;
ExpressJS;https://expressjs.com/;0;0;
FabEdge;https://github.com/FabEdge/;0;0;
Falco;https://falco.org/;0;0;
Fastify;https://www.fastify.io/;0;0;
Fast Data Project;https://www.fd.io/;0;0;
Feast;https://feast.dev/;0;0;
Finos;https://fo.finos.org;0;0;
Fledge;https://www.lfedge.org/projects/fledge/;0;0;
fluentd;https://www.fluentd.org/;0;0;
Flux;https://fluxcd.io/;0;0;
Flyte;https://flyte.org/;0;0;
Globalize;https://globalizejs.com;0;0;
Gramine;https://gramineproject.io;0;0;
gRPC;https://grpc.io;0;0;
GruntJS;https://gruntjs.com/;0;0;
Headlamp;https://www.headlamp.dev;1;8;
Helm;https://helm.sh;0;0;
HPC Toolkit;https://hpctoolkit.org/;0;0;
web3 java;https://www.github.com/web3j;0;0;
Intern;https://theintern.io/;0;0;
ipdk;https://ipdk.io;0;0;
IREE;https://iree.dev;0;0;
Jaeger;https://www.jaegertracing.io/;0;0;
JCurl;https://github.com/symphonyoss/JCurl;0;0;
Jenkins;https://jenkins.io/;0;0;
JerryScript;https://jerryscript.net/;0;0;
JQuery;https://jquery.com/;0;0;
Kepler;https://kepler.gl/;1;10;
KernelCLI;https://kernelci.org;0;0;
KeyCloak;https://www.keycloak.org/;1;8;
KiCAD;https://kicad.org;1;7;
Kubernetes;https://kubernetes.io;0;0;
L3AF;https://l3af.io;0;0;
LinuxBoot;https://www.linuxboot.org/;0;0;
Emacs;https://www.gnu.org/software/emacs/;1;10;
NeoVim;https://neovim.io/;1;10;
Firefox;https://www.mozilla.org/en-US/firefox/new/;1;10;
Thunderbird;https://www.thunderbird.net/en-US/;1;7;
Librewolf;https://librewolf.net/;1;10;
OpenXchange;https://www.open-xchange.com/;1;9;
IntelliJ;https://www.jetbrains.com/idea/;1;10;
PhpStorm;https://www.jetbrains.com/phpstorm/;1;10;
PyCharm;https://www.jetbrains.com/pycharm/;1;9;
Rider;https://www.jetbrains.com/rider/;1;9;
RubyMine;https://www.jetbrains.com/ruby/;1;9;
RustRover;https://www.jetbrains.com/rust/;1;10;
WebStorm;https://www.jetbrains.com/webstorm/;1;10;
GoLand;https://www.jetbrains.com/go/;1;10;
CLion;https://www.jetbrains.com/clion/;1;10;
Chromium;https://www.chromium.org/Home/;1;10;
LibreOffice;https://www.libreoffice.org/;1;6;
OpenOffice;https://www.openoffice.org/;1;4;
KDE;https://kde.org/;1;10;
GNOME;https://www.gnome.org/;1;10;
Plausible;https://plausible.io/;1;10;
Mastodon;https://mastodon.social/explore;1;10;
solidtime;https://solidtime.io/;1;9;
Proton Pass;https://proton.me/pass;1;10;
Next Cloud;https://nextcloud.com/;1;10;
MP1;https://github.com/bendermeister/denki-mp1;1;10
PHP;https://www.php.net/;0;0;
V8;https://github.com/v8/v8;0;0;
